datetime,open,high,low,close,volume
2023-12-13 09:00:00,107080,107080,106950,106950,26
2023-12-13 09:15:00,106850,106850,106700,106770,33
2023-12-13 09:30:00,106740,106770,106700,106760,20
2023-12-13 09:45:00,106780,106790,106700,106790,44
2023-12-13 10:00:00,106700,107000,106700,106900,45
2023-12-13 10:15:00,106950,107090,106870,107080,61
2023-12-13 10:30:00,106960,107310,106910,107310,46
2023-12-13 10:45:00,107320,107400,107190,107200,54
2023-12-13 11:00:00,107270,107490,107140,107490,57
2023-12-13 11:15:00,107470,107550,107410,107550,36
2023-12-13 11:30:00,107510,107510,107400,107400,35
2023-12-13 11:45:00,107390,107710,107370,107690,161
2023-12-13 12:00:00,107750,107850,107600,107650,102
2023-12-13 12:15:00,107600,107670,107600,107670,3
2023-12-13 12:30:00,107810,108000,107810,107890,113
2023-12-13 12:45:00,107980,108040,107910,107920,72
2023-12-13 13:00:00,108000,108080,107910,107990,52
2023-12-13 13:15:00,108030,108200,107900,108200,69
2023-12-13 13:30:00,108200,108300,108130,108150,39
2023-12-13 13:45:00,108120,108130,108000,108000,14
2023-12-13 14:00:00,107930,108090,107900,108090,55
2023-12-13 14:15:00,108110,108110,107930,107930,5
2023-12-13 14:30:00,108030,108370,108030,108370,39
2023-12-13 14:45:00,108330,108420,108330,108340,27
2023-12-13 15:00:00,108320,108420,108230,108260,66
2023-12-13 15:15:00,108260,108260,108160,108160,16
2023-12-13 15:30:00,108100,108120,107980,108030,26
2023-12-13 15:45:00,108000,108150,107900,107900,23
2023-12-13 16:00:00,107960,108070,107940,108040,13
2023-12-13 16:15:00,108100,108160,108100,108100,7
2023-12-13 16:30:00,108140,108480,108100,108320,137
2023-12-13 16:45:00,108240,108240,107800,107800,53
2023-12-13 17:00:00,107900,107900,107740,107750,24
2023-12-13 17:15:00,107840,107860,107840,107850,11
2023-12-13 17:30:00,107790,108000,107690,108000,32
2023-12-13 17:45:00,107980,108000,107710,107970,55
2023-12-13 18:00:00,108000,108000,107650,107670,26
2023-12-13 18:15:00,107750,107810,107730,107800,16
2023-12-13 18:30:00,107750,107750,107750,107750,1
2023-12-13 18:45:00,107790,107840,107790,107840,3
