datetime,open,high,low,close,volume
2023-12-25 23:15:00,91606,91606,91560,91578,808
2023-12-25 23:30:00,91567,91650,91560,91624,3515
2023-12-25 23:45:00,91631,91647,91564,91647,848
2023-12-26 08:45:00,91500,91650,91500,91616,475
2023-12-26 09:00:00,91539,91549,91318,91392,15658
2023-12-26 09:15:00,91392,91540,91381,91530,7778
2023-12-26 09:30:00,91530,91680,91465,91640,8807
2023-12-26 09:45:00,91640,91656,91479,91560,8197
2023-12-26 10:00:00,91561,91879,91558,91847,33117
2023-12-26 10:15:00,91848,91966,91776,91816,35388
2023-12-26 10:30:00,91815,91818,91630,91712,19086
2023-12-26 10:45:00,91709,91858,91695,91760,22372
2023-12-26 11:00:00,91762,91855,91755,91839,19611
2023-12-26 11:15:00,91839,91872,91755,91756,13805
2023-12-26 11:30:00,91755,91899,91750,91837,26595
2023-12-26 11:45:00,91838,91875,91791,91791,33659
2023-12-26 12:00:00,91793,92046,91791,91916,56182
2023-12-26 12:15:00,91916,92012,91791,91806,32869
2023-12-26 12:30:00,91809,91963,91799,91931,29309
2023-12-26 12:45:00,91931,91969,91650,91669,50320
2023-12-26 13:00:00,91667,91769,91650,91721,16059
2023-12-26 13:15:00,91721,91837,91720,91816,11995
2023-12-26 13:30:00,91817,91892,91776,91860,9672
2023-12-26 13:45:00,91859,91977,91819,91950,25478
2023-12-26 14:00:00,91948,92097,91940,92042,39745
2023-12-26 14:15:00,92043,92130,92000,92082,18329
2023-12-26 14:30:00,92081,92089,91900,91904,18717
2023-12-26 14:45:00,91903,92059,91902,91969,15135
2023-12-26 15:00:00,91970,92149,91963,92141,21427
2023-12-26 15:15:00,92138,92296,92065,92270,35401
2023-12-26 15:30:00,92269,92300,92060,92138,31634
2023-12-26 15:45:00,92138,92230,92111,92170,17571
2023-12-26 16:00:00,92168,92265,92125,92200,17123
2023-12-26 16:15:00,92203,92211,92025,92066,20060
2023-12-26 16:30:00,92065,92190,92014,92147,12001
2023-12-26 16:45:00,92147,92211,92110,92187,6761
2023-12-26 17:00:00,92185,92198,92078,92120,6466
2023-12-26 17:15:00,92115,92125,92004,92057,16482
2023-12-26 17:30:00,92057,92104,92001,92027,8560
2023-12-26 17:45:00,92027,92168,92027,92138,8591
2023-12-26 18:00:00,92138,92205,92138,92138,8638
2023-12-26 18:15:00,92138,92139,92051,92058,6469
2023-12-26 18:30:00,92058,92115,92050,92100,3392
2023-12-26 18:45:00,92099,92106,92000,92015,3795
2023-12-26 19:00:00,92050,92050,91763,91889,12632
2023-12-26 19:15:00,91888,92000,91806,91957,6893
2023-12-26 19:30:00,91949,91952,91890,91913,1822
2023-12-26 19:45:00,91908,91967,91889,91926,1190
2023-12-26 20:00:00,91926,91964,91906,91907,918
2023-12-26 20:15:00,91907,92029,91890,92015,2335
2023-12-26 20:30:00,92012,92017,91955,91979,1068
2023-12-26 20:45:00,91979,91979,91925,91949,649
2023-12-26 21:00:00,91950,91968,91932,91950,540
2023-12-26 21:15:00,91953,91955,91929,91949,642
2023-12-26 21:30:00,91950,91960,91940,91946,653
2023-12-26 21:45:00,91946,91953,91931,91941,527
2023-12-26 22:00:00,91944,91954,91940,91950,890
2023-12-26 22:15:00,91949,92060,91949,91996,2370
2023-12-26 22:30:00,91998,92023,91971,91971,435
2023-12-26 22:45:00,91971,92052,91962,92013,1133
2023-12-26 23:00:00,92008,92046,91953,91990,1001
2023-12-26 23:15:00,91984,92029,91944,91996,1144
2023-12-26 23:30:00,91991,92017,91987,92007,562
2023-12-26 23:45:00,92004,92045,92002,92002,490
2023-12-27 08:45:00,92026,92026,92026,92026,11
2023-12-27 09:00:00,92049,92164,92025,92130,8931
2023-12-27 09:15:00,92123,92200,92123,92191,6515
2023-12-27 09:30:00,92195,92198,92102,92134,5250
2023-12-27 09:45:00,92134,92145,92060,92065,5323
2023-12-27 10:00:00,92062,92094,91857,91944,26972
2023-12-27 10:15:00,91941,91981,91814,91941,24146
2023-12-27 10:30:00,91942,91969,91830,91938,18800
2023-12-27 10:45:00,91938,92140,91920,92109,24248
2023-12-27 11:00:00,92109,92282,92073,92179,38501
2023-12-27 11:15:00,92179,92359,92164,92347,21015
2023-12-27 11:30:00,92346,92489,92330,92460,71478
2023-12-27 11:45:00,92459,92525,92430,92501,41962
2023-12-27 12:00:00,92502,92700,92502,92604,46914
2023-12-27 12:15:00,92605,92689,92600,92652,39380
2023-12-27 12:30:00,92651,92734,92627,92717,26437
2023-12-27 12:45:00,92717,92720,92654,92709,47176
2023-12-27 13:00:00,92710,92745,92681,92720,21875
2023-12-27 13:15:00,92720,92749,92685,92700,19690
2023-12-27 13:30:00,92703,92714,92650,92650,31005
2023-12-27 13:45:00,92650,92749,92624,92701,23614
2023-12-27 14:00:00,92702,92889,92681,92681,38373
2023-12-27 14:15:00,92681,92774,92680,92693,12571
2023-12-27 14:30:00,92694,92706,92577,92584,24791
2023-12-27 14:45:00,92583,92628,92485,92586,20976
2023-12-27 15:00:00,92585,92648,92533,92625,8417
2023-12-27 15:15:00,92625,92690,92604,92624,10211
2023-12-27 15:30:00,92627,92644,92472,92513,18635
2023-12-27 15:45:00,92506,92650,92505,92599,12988
2023-12-27 16:00:00,92598,92638,92575,92611,5382
2023-12-27 16:15:00,92612,92622,92451,92512,13195
2023-12-27 16:30:00,92514,92565,92414,92479,11600
2023-12-27 16:45:00,92479,92597,92474,92536,15860
2023-12-27 17:00:00,92538,92550,92380,92453,18084
2023-12-27 17:15:00,92451,92610,92451,92594,13182
2023-12-27 17:30:00,92592,92625,92460,92505,15898
2023-12-27 17:45:00,92503,92600,92487,92530,8931
2023-12-27 18:00:00,92530,92550,92410,92486,9379
2023-12-27 18:15:00,92480,92480,92333,92333,11747
2023-12-27 18:30:00,92334,92381,92260,92321,15567
2023-12-27 18:45:00,92321,92390,92302,92351,4609
2023-12-27 19:00:00,92346,92356,92130,92133,10206
2023-12-27 19:15:00,92133,92194,92090,92153,13944
2023-12-27 19:30:00,92154,92169,92116,92118,4679
2023-12-27 19:45:00,92120,92192,92101,92118,4998
2023-12-27 20:00:00,92119,92195,92105,92158,4507
2023-12-27 20:15:00,92157,92179,92140,92154,761
2023-12-27 20:30:00,92158,92234,92147,92218,2439
2023-12-27 20:45:00,92216,92249,92203,92245,1246
2023-12-27 21:00:00,92247,92250,92201,92226,1074
2023-12-27 21:15:00,92223,92262,92210,92246,1425
2023-12-27 21:30:00,92246,92275,92223,92264,1206
2023-12-27 21:45:00,92264,92268,92247,92259,791
2023-12-27 22:00:00,92262,92274,92252,92254,1086
2023-12-27 22:15:00,92255,92262,92165,92203,2861
2023-12-27 22:30:00,92204,92238,92183,92215,1513
2023-12-27 22:45:00,92214,92217,92180,92201,736
2023-12-27 23:00:00,92209,92244,92202,92229,470
2023-12-27 23:15:00,92222,92231,92209,92226,251
2023-12-27 23:30:00,92226,92244,92224,92244,1303
2023-12-27 23:45:00,92244,92244,92217,92244,1068
2023-12-28 08:45:00,92198,92200,92198,92200,78
2023-12-28 09:00:00,92195,92199,91947,92007,17346
2023-12-28 09:15:00,92008,92045,91952,92033,9018
2023-12-28 09:30:00,92039,92068,91977,92019,8391
2023-12-28 09:45:00,92015,92016,91879,91921,12653
2023-12-28 10:00:00,91913,91923,91570,91599,49164
2023-12-28 10:15:00,91598,91706,91353,91355,72323
2023-12-28 10:30:00,91360,91472,91111,91140,112259
2023-12-28 10:45:00,91138,91399,91028,91351,71643
2023-12-28 11:00:00,91353,91353,90964,91133,64734
2023-12-28 11:15:00,91129,91189,91050,91124,22429
2023-12-28 11:30:00,91124,91170,90980,91000,44623
2023-12-28 11:45:00,91000,91252,90992,91248,53970
2023-12-28 12:00:00,91249,91298,91108,91296,18307
2023-12-28 12:15:00,91295,91398,91266,91283,23059
2023-12-28 12:30:00,91283,91550,91280,91530,40029
2023-12-28 12:45:00,91530,91535,91420,91430,15099
2023-12-28 13:00:00,91430,91465,91164,91208,29179
2023-12-28 13:15:00,91207,91285,91182,91268,32873
2023-12-28 13:30:00,91268,91441,91250,91411,35554
2023-12-28 13:45:00,91411,91500,91225,91480,56453
2023-12-28 14:00:00,91472,91472,91233,91364,18345
2023-12-28 14:15:00,91364,91384,91123,91200,42771
2023-12-28 14:30:00,91200,91286,91100,91177,36908
2023-12-28 14:45:00,91176,91211,91122,91168,22503
2023-12-28 15:00:00,91168,91220,91150,91154,22361
2023-12-28 15:15:00,91156,91268,90975,91122,39820
2023-12-28 15:30:00,91122,91285,91122,91230,13343
2023-12-28 15:45:00,91228,91235,90819,90836,26869
2023-12-28 16:00:00,90836,90884,90624,90711,48981
2023-12-28 16:15:00,90712,90785,90650,90760,24475
2023-12-28 16:30:00,90758,90928,90750,90820,22398
2023-12-28 16:45:00,90819,91087,90797,91056,31261
2023-12-28 17:00:00,91056,91144,90960,91116,28514
2023-12-28 17:15:00,91117,91227,91117,91189,18891
2023-12-28 17:30:00,91183,91400,91183,91262,19829
2023-12-28 17:45:00,91262,91426,91251,91401,9867
2023-12-28 18:00:00,91400,91449,91385,91396,21565
2023-12-28 18:15:00,91396,91555,91350,91353,26519
2023-12-28 18:30:00,91353,91401,91307,91342,18987
2023-12-28 18:45:00,91342,91350,91335,91335,5613
2023-12-28 19:00:00,91300,91375,91210,91266,9017
2023-12-28 19:15:00,91267,91349,91212,91212,3677
2023-12-28 19:30:00,91212,91327,91211,91279,1855
2023-12-28 19:45:00,91278,91291,91258,91269,692
2023-12-28 20:00:00,91270,91270,91114,91123,8057
2023-12-28 20:15:00,91122,91176,91086,91151,4767
2023-12-28 20:30:00,91151,91158,91086,91105,2759
2023-12-28 20:45:00,91101,91148,91089,91120,1554
2023-12-28 21:00:00,91120,91221,91088,91211,1809
2023-12-28 21:15:00,91210,91220,91103,91122,1480
2023-12-28 21:30:00,91132,91223,91030,91043,5219
2023-12-28 21:45:00,91044,91096,91013,91088,3321
2023-12-28 22:00:00,91088,91126,91088,91117,851
2023-12-28 22:15:00,91118,91135,91109,91129,573
2023-12-28 22:30:00,91128,91133,91093,91100,1016
2023-12-28 22:45:00,91101,91124,91086,91120,492
2023-12-28 23:00:00,91120,91134,91080,91094,828
2023-12-28 23:15:00,91091,91096,91089,91095,872
2023-12-28 23:30:00,91096,91130,91088,91101,1701
2023-12-28 23:45:00,91101,91177,91091,91177,749
2023-12-29 08:45:00,91463,91463,91450,91455,780
2023-12-29 09:00:00,91464,91500,91282,91290,15249
2023-12-29 09:15:00,91296,91353,91281,91306,4511
2023-12-29 09:30:00,91307,91326,91227,91259,8433
2023-12-29 09:45:00,91263,91357,91206,91342,15846
2023-12-29 10:00:00,91342,91450,91206,91430,48161
2023-12-29 10:15:00,91432,91482,91105,91187,29648
2023-12-29 10:30:00,91187,91188,90910,90915,24598
2023-12-29 10:45:00,90915,91034,90783,90838,47669
2023-12-29 11:00:00,90841,90900,90726,90733,32783
2023-12-29 11:15:00,90733,90761,90600,90603,33095
2023-12-29 11:30:00,90604,90763,90527,90755,28391
2023-12-29 11:45:00,90756,90993,90730,90911,29760
